123,"NW/EP     ",2026,July,8,0,8,0
124,"NW/NCP    ",2026,July,12,0,12,0
125,"NW/NP-1   ",2026,July,4,0,4,0
126,"NW/NP-2   ",2026,July,7,0,7,0
127,"NW/NWPE   ",2026,July,9,0,9,0
128,"NW/NWPW   ",2026,July,4,0,4,0
129,"NW/SAB    ",2026,July,12,0,12,0
130,"NW/SPE    ",2026,July,17,0,17,0
131,"NW/SPW    ",2026,July,7,0,7,0
132,"NW/UVA    ",2026,July,8,0,8,0
133,"NW/WPC-1  ",2026,July,9,0,9,0
134,"NW/WPC-2  ",2026,July,38,0,38,0
135,"NW/WPE    ",2026,July,14,0,14,0
136,"NW/WPN    ",2026,July,15,0,15,0
137,"NW/WPNE   ",2026,July,13,0,13,0
138,"NW/WPS    ",2026,July,9,0,9,0
139,"NW/WPSE   ",2026,July,7,0,7,0
140,"NW/WPSW   ",2026,July,12,0,12,0
141,"NW/CPN    ",2026,August,13,0,26,0
142,"NW/CPS    ",2026,August,12,0,23,0
143,"NW/EP     ",2026,August,8,0,16,0
144,"NW/NCP    ",2026,August,12,0,24,0
145,"NW/NP-1   ",2026,August,3,0,7,0
146,"NW/NP-2   ",2026,August,7,0,14,0
147,"NW/NWPE   ",2026,August,10,0,19,0
148,"NW/NWPW   ",2026,August,5,0,9,0
149,"NW/SAB    ",2026,August,12,0,24,0
150,"NW/SPE    ",2026,August,17,0,34,0
151,"NW/SPW    ",2026,August,7,0,14,0
152,"NW/UVA    ",2026,August,8,0,16,0
153,"NW/WPC-1  ",2026,August,9,0,18,0
154,"NW/WPC-2  ",2026,August,39,0,77,0
155,"NW/WPE    ",2026,August,14,0,28,0
156,"NW/WPN    ",2026,August,15,0,30,0
157,"NW/WPNE   ",2026,August,14,0,27,0
158,"NW/WPS    ",2026,August,9,0,18,0
159,"NW/WPSE   ",2026,August,7,0,14,0
160,"NW/WPSW   ",2026,August,13,0,25,0
161,"NW/CPN    ",2026,September,13,0,13,0
162,"NW/CPS    ",2026,September,11,0,11,0
163,"NW/EP     ",2026,September,8,0,8,0
164,"NW/NCP    ",2026,September,11,0,11,0
165,"NW/NP-1   ",2026,September,4,0,4,0
166,"NW/NP-2   ",2026,September,7,0,7,0
167,"NW/NWPE   ",2026,September,9,0,9,0
168,"NW/NWPW   ",2026,September,4,0,4,0
169,"NW/SAB    ",2026,September,12,0,12,0
170,"NW/SPE    ",2026,September,17,0,17,0
171,"NW/SPW    ",2026,September,7,0,7,0
172,"NW/UVA    ",2026,September,8,0,8,0
173,"NW/WPC-1  ",2026,September,9,0,9,0
174,"NW/WPC-2  ",2026,September,38,0,38,0
175,"NW/WPE    ",2026,September,14,0,14,0
176,"NW/WPN    ",2026,September,15,0,15,0
177,"NW/WPNE   ",2026,September,13,0,13,0
178,"NW/WPS    ",2026,September,9,0,9,0
179,"NW/WPSE   ",2026,September,7,0,7,0
180,"NW/WPSW   ",2026,September,12,0,12,0
181,"NW/CPN    ",2026,October,13,0,26,0
182,"NW/CPS    ",2026,October,12,0,23,0
183,"NW/EP     ",2026,October,8,0,16,0
184,"NW/NCP    ",2026,October,11,0,22,0
185,"NW/NP-1   ",2026,October,3,0,7,0
186,"NW/NP-2   ",2026,October,7,0,14,0
187,"NW/NWPE   ",2026,October,10,0,19,0
188,"NW/NWPW   ",2026,October,5,0,9,0
189,"NW/SAB    ",2026,October,12,0,24,0
190,"NW/SPE    ",2026,October,17,0,34,0
191,"NW/SPW    ",2026,October,7,0,14,0
192,"NW/UVA    ",2026,October,8,0,16,0
193,"NW/WPC-1  ",2026,October,9,0,18,0
194,"NW/WPC-2  ",2026,October,39,0,77,0
195,"NW/WPE    ",2026,October,14,0,28,0
196,"NW/WPN    ",2026,October,15,0,30,0
197,"NW/WPNE   ",2026,October,14,0,27,0
198,"NW/WPS    ",2026,October,9,0,18,0
199,"NW/WPSE   ",2026,October,7,0,14,0
200,"NW/WPSW   ",2026,October,13,0,25,0
201,"NW/CPN    ",2026,November,13,0,13,0
202,"NW/CPS    ",2026,November,11,0,11,0
203,"NW/EP     ",2026,November,8,0,8,0
204,"NW/NCP    ",2026,November,11,0,11,0
205,"NW/NP-1   ",2026,November,4,0,4,0
206,"NW/NP-2   ",2026,November,7,0,7,0
207,"NW/NWPE   ",2026,November,9,0,9,0
208,"NW/NWPW   ",2026,November,4,0,4,0
209,"NW/SAB    ",2026,November,12,0,12,0
210,"NW/SPE    ",2026,November,17,0,17,0
211,"NW/SPW    ",2026,November,7,0,7,0
212,"NW/UVA    ",2026,November,8,0,8,0
213,"NW/WPC-1  ",2026,November,9,0,9,0
214,"NW/WPC-2  ",2026,November,38,0,38,0
215,"NW/WPE    ",2026,November,14,0,14,0
216,"NW/WPN    ",2026,November,15,0,15,0
217,"NW/WPNE   ",2026,November,13,0,13,0
218,"NW/WPS    ",2026,November,9,0,9,0
219,"NW/WPSE   ",2026,November,7,0,7,0
220,"NW/WPSW   ",2026,November,12,0,12,0
221,"NW/CPN    ",2026,December,13,0,26,0
222,"NW/CPS    ",2026,December,12,0,23,0
223,"NW/EP     ",2026,December,8,0,16,0
224,"NW/NCP    ",2026,December,11,0,22,0
225,"NW/NP-1   ",2026,December,3,0,7,0
226,"NW/NP-2   ",2026,December,7,0,14,0
227,"NW/NWPE   ",2026,December,10,0,19,0
228,"NW/NWPW   ",2026,December,5,0,9,0
229,"NW/SAB    ",2026,December,12,0,24,0
230,"NW/SPE    ",2026,December,17,0,34,0
231,"NW/SPW    ",2026,December,7,0,14,0
232,"NW/UVA    ",2026,December,8,0,16,0
233,"NW/WPC-1  ",2026,December,9,0,18,0
234,"NW/WPC-2  ",2026,December,39,0,77,0
235,"NW/WPE    ",2026,December,14,0,28,0
236,"NW/WPN    ",2026,December,15,0,30,0
237,"NW/WPNE   ",2026,December,14,0,27,0
238,"NW/WPS    ",2026,December,9,0,18,0
239,"NW/WPSE   ",2026,December,7,0,14,0
240,"NW/WPSW   ",2026,December,13,0,25,0
