160,"NW/WPSW   ",2026,August,3,0,5,0
161,"NW/CPN    ",2026,September,2,0,2,0
162,"NW/CPS    ",2026,September,1,0,1,0
163,"NW/EP     ",2026,September,2,0,2,0
164,"NW/NCP    ",2026,September,4,0,4,0
165,"NW/NP-1   ",2026,September,0,0,0,0
166,"NW/NP-2   ",2026,September,4,0,4,0
167,"NW/NWPE   ",2026,September,1,0,1,0
168,"NW/NWPW   ",2026,September,1,0,1,0
169,"NW/SAB    ",2026,September,3,0,3,0
170,"NW/SPE    ",2026,September,3,0,3,0
171,"NW/SPW    ",2026,September,1,0,1,0
172,"NW/UVA    ",2026,September,2,0,2,0
173,"NW/WPC-1  ",2026,September,1,0,1,0
174,"NW/WPC-2  ",2026,September,2,0,2,0
175,"NW/WPE    ",2026,September,2,0,2,0
176,"NW/WPN    ",2026,September,3,0,3,0
177,"NW/WPNE   ",2026,September,2,0,2,0
178,"NW/WPS    ",2026,September,2,0,2,0
179,"NW/WPSE   ",2026,September,1,0,1,0
180,"NW/WPSW   ",2026,September,2,0,2,0
181,"NW/CPN    ",2026,October,2,0,4,0
182,"NW/CPS    ",2026,October,2,0,3,0
183,"NW/EP     ",2026,October,2,0,4,0
184,"NW/NCP    ",2026,October,3,0,7,0
185,"NW/NP-1   ",2026,October,1,0,1,0
186,"NW/NP-2   ",2026,October,4,0,8,0
187,"NW/NWPE   ",2026,October,2,0,3,0
188,"NW/NWPW   ",2026,October,0,0,1,0
189,"NW/SAB    ",2026,October,3,0,6,0
190,"NW/SPE    ",2026,October,2,0,5,0
191,"NW/SPW    ",2026,October,1,0,2,0
192,"NW/UVA    ",2026,October,1,0,3,0
193,"NW/WPC-1  ",2026,October,1,0,2,0
194,"NW/WPC-2  ",2026,October,2,0,4,0
195,"NW/WPE    ",2026,October,2,0,4,0
196,"NW/WPN    ",2026,October,4,0,7,0
197,"NW/WPNE   ",2026,October,3,0,5,0
198,"NW/WPS    ",2026,October,1,0,3,0
199,"NW/WPSE   ",2026,October,2,0,3,0
200,"NW/WPSW   ",2026,October,3,0,5,0
201,"NW/CPN    ",2026,November,2,0,2,0
202,"NW/CPS    ",2026,November,1,0,1,0
203,"NW/EP     ",2026,November,2,0,2,0
204,"NW/NCP    ",2026,November,4,0,4,0
205,"NW/NP-1   ",2026,November,0,0,0,0
206,"NW/NP-2   ",2026,November,4,0,4,0
207,"NW/NWPE   ",2026,November,1,0,1,0
208,"NW/NWPW   ",2026,November,1,0,1,0
209,"NW/SAB    ",2026,November,3,0,3,0
210,"NW/SPE    ",2026,November,3,0,3,0
211,"NW/SPW    ",2026,November,1,0,1,0
212,"NW/UVA    ",2026,November,2,0,2,0
213,"NW/WPC-1  ",2026,November,1,0,1,0
214,"NW/WPC-2  ",2026,November,2,0,2,0
215,"NW/WPE    ",2026,November,2,0,2,0
216,"NW/WPN    ",2026,November,3,0,3,0
217,"NW/WPNE   ",2026,November,2,0,2,0
218,"NW/WPS    ",2026,November,2,0,2,0
219,"NW/WPSE   ",2026,November,1,0,1,0
220,"NW/WPSW   ",2026,November,2,0,2,0
221,"NW/CPN    ",2026,December,2,0,4,0
222,"NW/CPS    ",2026,December,2,0,3,0
223,"NW/EP     ",2026,December,2,0,4,0
224,"NW/NCP    ",2026,December,3,0,7,0
225,"NW/NP-1   ",2026,December,1,0,1,0
226,"NW/NP-2   ",2026,December,4,0,8,0
227,"NW/NWPE   ",2026,December,2,0,3,0
228,"NW/NWPW   ",2026,December,0,0,1,0
229,"NW/SAB    ",2026,December,3,0,6,0
230,"NW/SPE    ",2026,December,2,0,5,0
231,"NW/SPW    ",2026,December,1,0,2,0
232,"NW/UVA    ",2026,December,1,0,3,0
233,"NW/WPC-1  ",2026,December,1,0,2,0
234,"NW/WPC-2  ",2026,December,2,0,4,0
235,"NW/WPE    ",2026,December,2,0,4,0
236,"NW/WPN    ",2026,December,4,0,7,0
237,"NW/WPNE   ",2026,December,3,0,5,0
238,"NW/WPS    ",2026,December,1,0,3,0
239,"NW/WPSE   ",2026,December,2,0,3,0
240,"NW/WPSW   ",2026,December,3,0,5,0
